"DiffPos","S1","S2","Contrast","PhonX","FeatX"
"CV","bab","cab","bab-cab","b-c","multi"
"CV","bab","dab","bab-dab","b-d","plc_plos"
"CV","bab","Dab","bab-Dab","b-D","manXplc_obs"
"CV","bab","fab","bab-fab","b-f","voiXman"
"CV","bab","gab","bab-gab","b-g","plc_plos"
"CV","bab","hab","bab-hab","b-h","multi"
"CV","bab","jab","bab-jab","b-j","manXplc_obs"
"CV","bab","kab","bab-kab","b-k","voiXplc"
"CV","bab","lab","bab-lab","b-l","multi"
"CV","bab","mab","bab-mab","b-m","nasXson"
"CV","bab","nab","bab-nab","b-n","multi"
"CV","bab","pab","bab-pab","b-p","voi_plos"
"CV","bab","rab","bab-rab","b-r","multi"
"CV","bab","sab","bab-sab","b-s","multi"
"CV","bab","Sab","bab-Sab","b-S","multi"
"CV","bab","tab","bab-tab","b-t","voiXplc"
"CV","bab","Tab","bab-Tab","b-T","multi"
"CV","bab","vab","bab-vab","b-v","man_obs"
"CV","bab","zab","bab-zab","b-z","manXplc_obs"
"CV","bap","cap","bap-cap","b-c","multi"
"CV","bap","dap","bap-dap","b-d","plc_plos"
"CV","bap","Dap","bap-Dap","b-D","manXplc_obs"
"CV","bap","fap","bap-fap","b-f","voiXman"
"CV","bap","gap","bap-gap","b-g","plc_plos"
"CV","bap","hap","bap-hap","b-h","multi"
"CV","bap","jap","bap-jap","b-j","manXplc_obs"
"CV","bap","kap","bap-kap","b-k","voiXplc"
"CV","bap","lap","bap-lap","b-l","multi"
"CV","bap","map","bap-map","b-m","nasXson"
"CV","bap","nap","bap-nap","b-n","multi"
"CV","bap","pap","bap-pap","b-p","voi_plos"
"CV","bap","rap","bap-rap","b-r","multi"
"CV","bap","sap","bap-sap","b-s","multi"
"CV","bap","Sap","bap-Sap","b-S","multi"
"CV","bap","tap","bap-tap","b-t","voiXplc"
"CV","bap","Tap","bap-Tap","b-T","multi"
"CV","bap","vap","bap-vap","b-v","man_obs"
"CV","bap","zap","bap-zap","b-z","manXplc_obs"
"CV","bib","cib","bib-cib","b-c","multi"
"CV","bib","dib","bib-dib","b-d","plc_plos"
"CV","bib","Dib","bib-Dib","b-D","manXplc_obs"
"CV","bib","fib","bib-fib","b-f","voiXman"
"CV","bib","gib","bib-gib","b-g","plc_plos"
"CV","bib","hib","bib-hib","b-h","multi"
"CV","bib","jib","bib-jib","b-j","manXplc_obs"
"CV","bib","kib","bib-kib","b-k","voiXplc"
"CV","bib","lib","bib-lib","b-l","multi"
"CV","bib","mib","bib-mib","b-m","nasXson"
"CV","bib","nib","bib-nib","b-n","multi"
"CV","bib","pib","bib-pib","b-p","voi_plos"
"CV","bib","rib","bib-rib","b-r","multi"
"CV","bib","sib","bib-sib","b-s","multi"
"CV","bib","Sib","bib-Sib","b-S","multi"
"CV","bib","tib","bib-tib","b-t","voiXplc"
"CV","bib","Tib","bib-Tib","b-T","multi"
"CV","bib","vib","bib-vib","b-v","man_obs"
"CV","bib","zib","bib-zib","b-z","manXplc_obs"
"CV","bip","cip","bip-cip","b-c","multi"
"CV","bip","dip","bip-dip","b-d","plc_plos"
"CV","bip","Dip","bip-Dip","b-D","manXplc_obs"
"CV","bip","fip","bip-fip","b-f","voiXman"
"CV","bip","gip","bip-gip","b-g","plc_plos"
"CV","bip","hip","bip-hip","b-h","multi"
"CV","bip","jip","bip-jip","b-j","manXplc_obs"
"CV","bip","kip","bip-kip","b-k","voiXplc"
"CV","bip","lip","bip-lip","b-l","multi"
"CV","bip","mip","bip-mip","b-m","nasXson"
"CV","bip","nip","bip-nip","b-n","multi"
"CV","bip","pip","bip-pip","b-p","voi_plos"
"CV","bip","rip","bip-rip","b-r","multi"
"CV","bip","sip","bip-sip","b-s","multi"
"CV","bip","Sip","bip-Sip","b-S","multi"
"CV","bip","tip","bip-tip","b-t","voiXplc"
"CV","bip","Tip","bip-Tip","b-T","multi"
"CV","bip","vip","bip-vip","b-v","man_obs"
"CV","bip","zip","bip-zip","b-z","manXplc_obs"
"CV","bub","cub","bub-cub","b-c","multi"
"CV","bub","Dub","bub-Dub","b-D","manXplc_obs"
"CV","bub","dub","bub-dub","b-d","plc_plos"
"CV","bub","fub","bub-fub","b-f","voiXman"
"CV","bub","gub","bub-gub","b-g","plc_plos"
"CV","bub","hub","bub-hub","b-h","multi"
"CV","bub","jub","bub-jub","b-j","manXplc_obs"
"CV","bub","kub","bub-kub","b-k","voiXplc"
"CV","bub","lub","bub-lub","b-l","multi"
"CV","bub","mub","bub-mub","b-m","nasXson"
"CV","bub","nub","bub-nub","b-n","multi"
"CV","bub","pub","bub-pub","b-p","voi_plos"
"CV","bub","rub","bub-rub","b-r","multi"
"CV","bub","Sub","bub-Sub","b-S","multi"
"CV","bub","sub","bub-sub","b-s","multi"
"CV","bub","Tub","bub-Tub","b-T","multi"
"CV","bub","tub","bub-tub","b-t","voiXplc"
"CV","bub","vub","bub-vub","b-v","man_obs"
"CV","bub","zub","bub-zub","b-z","manXplc_obs"
"CV","bup","cup","bup-cup","b-c","multi"
"CV","bup","Dup","bup-Dup","b-D","manXplc_obs"
"CV","bup","dup","bup-dup","b-d","plc_plos"
"CV","bup","fup","bup-fup","b-f","voiXman"
"CV","bup","gup","bup-gup","b-g","plc_plos"
"CV","bup","hup","bup-hup","b-h","multi"
"CV","bup","jup","bup-jup","b-j","manXplc_obs"
"CV","bup","kup","bup-kup","b-k","voiXplc"
"CV","bup","lup","bup-lup","b-l","multi"
"CV","bup","mup","bup-mup","b-m","nasXson"
"CV","bup","nup","bup-nup","b-n","multi"
"CV","bup","pup","bup-pup","b-p","voi_plos"
"CV","bup","rup","bup-rup","b-r","multi"
"CV","bup","Sup","bup-Sup","b-S","multi"
"CV","bup","sup","bup-sup","b-s","multi"
"CV","bup","Tup","bup-Tup","b-T","multi"
"CV","bup","tup","bup-tup","b-t","voiXplc"
"CV","bup","vup","bup-vup","b-v","man_obs"
"CV","bup","zup","bup-zup","b-z","manXplc_obs"
"CV","cab","dab","cab-dab","c-d","multi"
"CV","cab","Dab","cab-Dab","c-D","multi"
"CV","cab","fab","cab-fab","c-f","manXplc_obs"
"CV","cab","gab","cab-gab","c-g","multi"
"CV","cab","hab","cab-hab","c-h","manXplc_obs"
"CV","cab","jab","cab-jab","c-j","voi_aff"
"CV","cab","kab","cab-kab","c-k","manXplc_obs"
"CV","cab","lab","cab-lab","c-l","multi"
"CV","cab","mab","cab-mab","c-m","multi"
"CV","cab","nab","cab-nab","c-n","multi"
"CV","cab","pab","cab-pab","c-p","manXplc_obs"
"CV","cab","rab","cab-rab","c-r","multi"
"CV","cab","sab","cab-sab","c-s","manXplc_obs"
"CV","cab","Sab","cab-Sab","c-S","man_obs"
"CV","cab","tab","cab-tab","c-t","manXplc_obs"
"CV","cab","Tab","cab-Tab","c-T","manXplc_obs"
"CV","cab","vab","cab-vab","c-v","multi"
"CV","cab","zab","cab-zab","c-z","multi"
"CV","cap","dap","cap-dap","c-d","multi"
"CV","cap","Dap","cap-Dap","c-D","multi"
"CV","cap","fap","cap-fap","c-f","manXplc_obs"
"CV","cap","gap","cap-gap","c-g","multi"
"CV","cap","hap","cap-hap","c-h","manXplc_obs"
"CV","cap","jap","cap-jap","c-j","voi_aff"
"CV","cap","kap","cap-kap","c-k","manXplc_obs"
"CV","cap","lap","cap-lap","c-l","multi"
"CV","cap","map","cap-map","c-m","multi"
"CV","cap","nap","cap-nap","c-n","multi"
"CV","cap","pap","cap-pap","c-p","manXplc_obs"
"CV","cap","rap","cap-rap","c-r","multi"
"CV","cap","sap","cap-sap","c-s","manXplc_obs"
"CV","cap","Sap","cap-Sap","c-S","man_obs"
"CV","cap","tap","cap-tap","c-t","manXplc_obs"
"CV","cap","Tap","cap-Tap","c-T","manXplc_obs"
"CV","cap","vap","cap-vap","c-v","multi"
"CV","cap","zap","cap-zap","c-z","multi"
"CV","cib","dib","cib-dib","c-d","multi"
"CV","cib","Dib","cib-Dib","c-D","multi"
"CV","cib","fib","cib-fib","c-f","manXplc_obs"
"CV","cib","gib","cib-gib","c-g","multi"
"CV","cib","hib","cib-hib","c-h","manXplc_obs"
"CV","cib","jib","cib-jib","c-j","voi_aff"
"CV","cib","kib","cib-kib","c-k","manXplc_obs"
"CV","cib","lib","cib-lib","c-l","multi"
"CV","cib","mib","cib-mib","c-m","multi"
"CV","cib","nib","cib-nib","c-n","multi"
"CV","cib","pib","cib-pib","c-p","manXplc_obs"
"CV","cib","rib","cib-rib","c-r","multi"
"CV","cib","sib","cib-sib","c-s","manXplc_obs"
"CV","cib","Sib","cib-Sib","c-S","man_obs"
"CV","cib","tib","cib-tib","c-t","manXplc_obs"
"CV","cib","Tib","cib-Tib","c-T","manXplc_obs"
"CV","cib","vib","cib-vib","c-v","multi"
"CV","cib","zib","cib-zib","c-z","multi"
"CV","cip","dip","cip-dip","c-d","multi"
"CV","cip","Dip","cip-Dip","c-D","multi"
"CV","cip","fip","cip-fip","c-f","manXplc_obs"
"CV","cip","gip","cip-gip","c-g","multi"
"CV","cip","hip","cip-hip","c-h","manXplc_obs"
"CV","cip","jip","cip-jip","c-j","voi_aff"
"CV","cip","kip","cip-kip","c-k","manXplc_obs"
"CV","cip","lip","cip-lip","c-l","multi"
"CV","cip","mip","cip-mip","c-m","multi"
"CV","cip","nip","cip-nip","c-n","multi"
"CV","cip","pip","cip-pip","c-p","manXplc_obs"
"CV","cip","rip","cip-rip","c-r","multi"
"CV","cip","sip","cip-sip","c-s","manXplc_obs"
"CV","cip","Sip","cip-Sip","c-S","man_obs"
"CV","cip","tip","cip-tip","c-t","manXplc_obs"
"CV","cip","Tip","cip-Tip","c-T","manXplc_obs"
"CV","cip","vip","cip-vip","c-v","multi"
"CV","cip","zip","cip-zip","c-z","multi"
"CV","cub","Dub","cub-Dub","c-D","multi"
"CV","cub","dub","cub-dub","c-d","multi"
"CV","cub","fub","cub-fub","c-f","manXplc_obs"
"CV","cub","gub","cub-gub","c-g","multi"
"CV","cub","hub","cub-hub","c-h","manXplc_obs"
"CV","cub","jub","cub-jub","c-j","voi_aff"
"CV","cub","kub","cub-kub","c-k","manXplc_obs"
"CV","cub","lub","cub-lub","c-l","multi"
"CV","cub","mub","cub-mub","c-m","multi"
"CV","cub","nub","cub-nub","c-n","multi"
"CV","cub","pub","cub-pub","c-p","manXplc_obs"
"CV","cub","rub","cub-rub","c-r","multi"
"CV","cub","Sub","cub-Sub","c-S","man_obs"
"CV","cub","sub","cub-sub","c-s","manXplc_obs"
"CV","cub","Tub","cub-Tub","c-T","manXplc_obs"
"CV","cub","tub","cub-tub","c-t","manXplc_obs"
"CV","cub","vub","cub-vub","c-v","multi"
"CV","cub","zub","cub-zub","c-z","multi"
"CV","cup","Dup","cup-Dup","c-D","multi"
"CV","cup","dup","cup-dup","c-d","multi"
"CV","cup","fup","cup-fup","c-f","manXplc_obs"
"CV","cup","gup","cup-gup","c-g","multi"
"CV","cup","hup","cup-hup","c-h","manXplc_obs"
"CV","cup","jup","cup-jup","c-j","voi_aff"
"CV","cup","kup","cup-kup","c-k","manXplc_obs"
"CV","cup","lup","cup-lup","c-l","multi"
"CV","cup","mup","cup-mup","c-m","multi"
"CV","cup","nup","cup-nup","c-n","multi"
"CV","cup","pup","cup-pup","c-p","manXplc_obs"
"CV","cup","rup","cup-rup","c-r","multi"
"CV","cup","Sup","cup-Sup","c-S","man_obs"
"CV","cup","sup","cup-sup","c-s","manXplc_obs"
"CV","cup","Tup","cup-Tup","c-T","manXplc_obs"
"CV","cup","tup","cup-tup","c-t","manXplc_obs"
"CV","cup","vup","cup-vup","c-v","multi"
"CV","cup","zup","cup-zup","c-z","multi"
"CV","dab","Dab","dab-Dab","d-D","manXplc_obs"
"CV","dab","fab","dab-fab","d-f","multi"
"CV","dab","gab","dab-gab","d-g","plc_plos"
"CV","dab","hab","dab-hab","d-h","multi"
"CV","dab","jab","dab-jab","d-j","manXplc_obs"
"CV","dab","kab","dab-kab","d-k","voiXplc"
"CV","dab","lab","dab-lab","d-l","multi"
"CV","dab","mab","dab-mab","d-m","multi"
"CV","dab","nab","dab-nab","d-n","nasXson"
"CV","dab","pab","dab-pab","d-p","voiXplc"
"CV","dab","rab","dab-rab","d-r","multi"
"CV","dab","sab","dab-sab","d-s","voiXman"
"CV","dab","Sab","dab-Sab","d-S","multi"
"CV","dab","tab","dab-tab","d-t","voi_plos"
"CV","dab","Tab","dab-Tab","d-T","multi"
"CV","dab","vab","dab-vab","d-v","manXplc_obs"
"CV","dab","zab","dab-zab","d-z","man_obs"
"CV","dap","Dap","dap-Dap","d-D","manXplc_obs"
"CV","dap","fap","dap-fap","d-f","multi"
"CV","dap","gap","dap-gap","d-g","plc_plos"
"CV","dap","hap","dap-hap","d-h","multi"
"CV","dap","jap","dap-jap","d-j","manXplc_obs"
"CV","dap","kap","dap-kap","d-k","voiXplc"
"CV","dap","lap","dap-lap","d-l","multi"
"CV","dap","map","dap-map","d-m","multi"
"CV","dap","nap","dap-nap","d-n","nasXson"
"CV","dap","pap","dap-pap","d-p","voiXplc"
"CV","dap","rap","dap-rap","d-r","multi"
"CV","dap","sap","dap-sap","d-s","voiXman"
"CV","dap","Sap","dap-Sap","d-S","multi"
"CV","dap","tap","dap-tap","d-t","voi_plos"
"CV","dap","Tap","dap-Tap","d-T","multi"
"CV","dap","vap","dap-vap","d-v","manXplc_obs"
"CV","dap","zap","dap-zap","d-z","man_obs"
"CV","dib","Dib","dib-Dib","d-D","manXplc_obs"
"CV","dib","fib","dib-fib","d-f","multi"
"CV","dib","gib","dib-gib","d-g","plc_plos"
"CV","dib","hib","dib-hib","d-h","multi"
"CV","dib","jib","dib-jib","d-j","manXplc_obs"
"CV","dib","kib","dib-kib","d-k","voiXplc"
"CV","dib","lib","dib-lib","d-l","multi"
"CV","dib","mib","dib-mib","d-m","multi"
"CV","dib","nib","dib-nib","d-n","nasXson"
"CV","dib","pib","dib-pib","d-p","voiXplc"
"CV","dib","rib","dib-rib","d-r","multi"
"CV","dib","sib","dib-sib","d-s","voiXman"
"CV","dib","Sib","dib-Sib","d-S","multi"
"CV","dib","tib","dib-tib","d-t","voi_plos"
"CV","dib","Tib","dib-Tib","d-T","multi"
"CV","dib","vib","dib-vib","d-v","manXplc_obs"
"CV","dib","zib","dib-zib","d-z","man_obs"
"CV","dip","Dip","dip-Dip","d-D","manXplc_obs"
"CV","dip","fip","dip-fip","d-f","multi"
"CV","dip","gip","dip-gip","d-g","plc_plos"
"CV","dip","hip","dip-hip","d-h","multi"
"CV","dip","jip","dip-jip","d-j","manXplc_obs"
"CV","dip","kip","dip-kip","d-k","voiXplc"
"CV","dip","lip","dip-lip","d-l","multi"
"CV","dip","mip","dip-mip","d-m","multi"
"CV","dip","nip","dip-nip","d-n","nasXson"
"CV","dip","pip","dip-pip","d-p","voiXplc"
"CV","dip","rip","dip-rip","d-r","multi"
"CV","dip","sip","dip-sip","d-s","voiXman"
"CV","dip","Sip","dip-Sip","d-S","multi"
"CV","dip","tip","dip-tip","d-t","voi_plos"
"CV","dip","Tip","dip-Tip","d-T","multi"
"CV","dip","vip","dip-vip","d-v","manXplc_obs"
"CV","dip","zip","dip-zip","d-z","man_obs"
"CV","Dab","fab","Dab-fab","D-f","voiXplc"
"CV","Dab","gab","Dab-gab","D-g","manXplc_obs"
"CV","Dab","hab","Dab-hab","D-h","voiXplc"
"CV","Dab","jab","Dab-jab","D-j","manXplc_obs"
"CV","Dab","kab","Dab-kab","D-k","multi"
"CV","Dab","lab","Dab-lab","D-l","multi"
"CV","Dab","mab","Dab-mab","D-m","multi"
"CV","Dab","nab","Dab-nab","D-n","multi"
"CV","Dab","pab","Dab-pab","D-p","multi"
"CV","Dab","rab","Dab-rab","D-r","multi"
"CV","Dab","sab","Dab-sab","D-s","voiXplc"
"CV","Dab","Sab","Dab-Sab","D-S","voiXplc"
"CV","Dab","tab","Dab-tab","D-t","voiXman"
"CV","Dab","Tab","Dab-Tab","D-T","voi_fric"
"CV","Dab","vab","Dab-vab","D-v","plc_fric"
"CV","Dab","zab","Dab-zab","D-z","plc_fric"
"CV","Dap","fap","Dap-fap","D-f","voiXplc"
"CV","Dap","gap","Dap-gap","D-g","manXplc_obs"
"CV","Dap","hap","Dap-hap","D-h","voiXplc"
"CV","Dap","jap","Dap-jap","D-j","manXplc_obs"
"CV","Dap","kap","Dap-kap","D-k","multi"
"CV","Dap","lap","Dap-lap","D-l","multi"
"CV","Dap","map","Dap-map","D-m","multi"
"CV","Dap","nap","Dap-nap","D-n","multi"
"CV","Dap","pap","Dap-pap","D-p","multi"
"CV","Dap","rap","Dap-rap","D-r","multi"
"CV","Dap","sap","Dap-sap","D-s","voiXplc"
"CV","Dap","Sap","Dap-Sap","D-S","voiXplc"
"CV","Dap","tap","Dap-tap","D-t","voiXman"
"CV","Dap","Tap","Dap-Tap","D-T","voi_fric"
"CV","Dap","vap","Dap-vap","D-v","plc_fric"
"CV","Dap","zap","Dap-zap","D-z","plc_fric"
"CV","Dib","fib","Dib-fib","D-f","voiXplc"
"CV","Dib","gib","Dib-gib","D-g","manXplc_obs"
"CV","Dib","hib","Dib-hib","D-h","voiXplc"
"CV","Dib","jib","Dib-jib","D-j","manXplc_obs"
"CV","Dib","kib","Dib-kib","D-k","multi"
"CV","Dib","lib","Dib-lib","D-l","multi"
"CV","Dib","mib","Dib-mib","D-m","multi"
"CV","Dib","nib","Dib-nib","D-n","multi"
"CV","Dib","pib","Dib-pib","D-p","multi"
"CV","Dib","rib","Dib-rib","D-r","multi"
"CV","Dib","sib","Dib-sib","D-s","voiXplc"
"CV","Dib","Sib","Dib-Sib","D-S","voiXplc"
"CV","Dib","tib","Dib-tib","D-t","voiXman"
"CV","Dib","Tib","Dib-Tib","D-T","voi_fric"
"CV","Dib","vib","Dib-vib","D-v","plc_fric"
"CV","Dib","zib","Dib-zib","D-z","plc_fric"
"CV","Dip","fip","Dip-fip","D-f","voiXplc"
"CV","Dip","gip","Dip-gip","D-g","manXplc_obs"
"CV","Dip","hip","Dip-hip","D-h","voiXplc"
"CV","Dip","jip","Dip-jip","D-j","manXplc_obs"
"CV","Dip","kip","Dip-kip","D-k","multi"
"CV","Dip","lip","Dip-lip","D-l","multi"
"CV","Dip","mip","Dip-mip","D-m","multi"
"CV","Dip","nip","Dip-nip","D-n","multi"
"CV","Dip","pip","Dip-pip","D-p","multi"
"CV","Dip","rip","Dip-rip","D-r","multi"
"CV","Dip","sip","Dip-sip","D-s","voiXplc"
"CV","Dip","Sip","Dip-Sip","D-S","voiXplc"
"CV","Dip","tip","Dip-tip","D-t","voiXman"
"CV","Dip","Tip","Dip-Tip","D-T","voi_fric"
"CV","Dip","vip","Dip-vip","D-v","plc_fric"
"CV","Dip","zip","Dip-zip","D-z","plc_fric"
"CV","Dub","dub","dub-Dub","d-D","manXplc_obs"
"CV","Dub","fub","Dub-fub","D-f","voiXplc"
"CV","Dub","gub","Dub-gub","D-g","manXplc_obs"
"CV","Dub","hub","Dub-hub","D-h","voiXplc"
"CV","Dub","jub","Dub-jub","D-j","manXplc_obs"
"CV","Dub","kub","Dub-kub","D-k","multi"
"CV","Dub","lub","Dub-lub","D-l","multi"
"CV","Dub","mub","Dub-mub","D-m","multi"
"CV","Dub","nub","Dub-nub","D-n","multi"
"CV","Dub","pub","Dub-pub","D-p","multi"
"CV","Dub","rub","Dub-rub","D-r","multi"
"CV","Dub","Sub","Dub-Sub","D-S","voiXplc"
"CV","Dub","sub","Dub-sub","D-s","voiXplc"
"CV","Dub","Tub","Dub-Tub","D-T","voi_fric"
"CV","Dub","tub","Dub-tub","D-t","voiXman"
"CV","Dub","vub","Dub-vub","D-v","plc_fric"
"CV","Dub","zub","Dub-zub","D-z","plc_fric"
"CV","Dup","dup","dup-Dup","d-D","manXplc_obs"
"CV","Dup","fup","Dup-fup","D-f","voiXplc"
"CV","Dup","gup","Dup-gup","D-g","manXplc_obs"
"CV","Dup","hup","Dup-hup","D-h","voiXplc"
"CV","Dup","jup","Dup-jup","D-j","manXplc_obs"
"CV","Dup","kup","Dup-kup","D-k","multi"
"CV","Dup","lup","Dup-lup","D-l","multi"
"CV","Dup","mup","Dup-mup","D-m","multi"
"CV","Dup","nup","Dup-nup","D-n","multi"
"CV","Dup","pup","Dup-pup","D-p","multi"
"CV","Dup","rup","Dup-rup","D-r","multi"
"CV","Dup","Sup","Dup-Sup","D-S","voiXplc"
"CV","Dup","sup","Dup-sup","D-s","voiXplc"
"CV","Dup","Tup","Dup-Tup","D-T","voi_fric"
"CV","Dup","tup","Dup-tup","D-t","voiXman"
"CV","Dup","vup","Dup-vup","D-v","plc_fric"
"CV","Dup","zup","Dup-zup","D-z","plc_fric"
"CV","dub","fub","dub-fub","d-f","multi"
"CV","dub","gub","dub-gub","d-g","plc_plos"
"CV","dub","hub","dub-hub","d-h","multi"
